Value.number,Value.name,Value.CardFrame,Value.CardType,Value.Level,Value.Scale,Value.Attack,Value.Defense,Value.Attribute
66762372,Brotherhood of the Fire Fist - Boar,effect,Beast-Warrior,4,,1100,1400,FIRE
92572371,Brotherhood of the Fire Fist - Buffalo,effect,Beast-Warrior,4,,1700,1000,FIRE
58504745,Brotherhood of the Fire Fist - Cardinal,xyz,Beast-Warrior,4,,1800,2200,FIRE
93751476,Brotherhood of the Fire Fist - Caribou,effect,Beast-Warrior,4,,1100,2000,FIRE
49785720,Brotherhood of the Fire Fist - Coyote,effect,Beast-Warrior,5,,2000,500,FIRE
43748308,Brotherhood of the Fire Fist - Dragon,effect,Beast-Warrior,4,,1800,400,FIRE
46241344,Brotherhood of the Fire Fist - Eagle,link,Beast-Warrior,2,,1700,,FIRE
61472381,Brotherhood of the Fire Fist - Eland,ritual,Beast-Warrior,6,,2400,2000,FIRE
98093548,Brotherhood of the Fire Fist - Elephant,effect,Beast-Warrior,4,,1000,1800,FIRE
70355994,Brotherhood of the Fire Fist - Gorilla,effect,Beast-Warrior,4,,1600,1000,FIRE
17475251,Brotherhood of the Fire Fist - Hawk,effect,Beast-Warrior,3,,200,1500,FIRE
74168099,Brotherhood of the Fire Fist - Horse Prince,synchro,Beast-Warrior,6,,2200,2200,FIRE
89856523,Brotherhood of the Fire Fist - Kirin,synchro,Beast-Warrior,8,,2000,2800,FIRE
39699564,Brotherhood of the Fire Fist - Leopard,effect,Beast-Warrior,3,,0,200,FIRE
37057743,Brotherhood of the Fire Fist - Lion Emperor,xyz,Beast-Warrior,3,,2200,200,FIRE
35488287,Brotherhood of the Fire Fist - Panda,effect,Beast-Warrior,5,,2100,400,FIRE
20265095,Brotherhood of the Fire Fist - Peacock,link,Beast-Warrior,2,,1000,,FIRE
62694833,Brotherhood of the Fire Fist - Ram,effect,Beast-Warrior,3,,800,200,FIRE
44860890,Brotherhood of the Fire Fist - Raven,effect,Beast-Warrior,3,,200,1800,FIRE
66084673,Brotherhood of the Fire Fist - Rhino,effect,Beast-Warrior,4,,1700,1400,FIRE
30929786,Brotherhood of the Fire Fist - Rooster,effect,Beast-Warrior,3,,1500,100,FIRE
75132317,Brotherhood of the Fire Fist - Snake,effect,Beast-Warrior,4,,1800,600,FIRE
1662004,Brotherhood of the Fire Fist - Spirit,effect,Beast-Warrior,3,,500,200,FIRE
2521011,Brotherhood of the Fire Fist - Swallow,effect,Beast-Warrior,5,,2000,800,FIRE
93877990,Brotherhood of the Fire Fist - Swan,fusion,Beast-Warrior,8,,2600,2200,FIRE
96381979,Brotherhood of the Fire Fist - Tiger King,xyz,Beast-Warrior,4,,2200,1800,FIRE
93294869,Brotherhood of the Fire Fist - Wolf,effect,Beast-Warrior,3,,0,1900,FIRE
79126789,"Broww, Huntsman of Dark World",effect,Fiend,3,,1400,800,DARK
6214884,"Brron, Mad King of Dark World",effect,Fiend,4,,1800,400,DARK
36569343,Brushfire Knight,effect,Warrior,4,,1400,1200,FIRE
36809777,Brutal Beast Battle,trap,Normal,,,,,
30155789,Brutal Potion,trap,Normal,,,,,
63503850,Brute Enforcer,link,Cyberse,2,,1600,,DARK
79777187,Bubble Barrier,spell,Continuous,,,,,
53586134,Bubble Blaster,spell,Equip,,,,,
58531587,Bubble Bringer,trap,Continuous,,,,,
61622107,Bubble Crash,trap,Normal,,,,,
80075749,Bubble Illusion,spell,Quick-Play,,,,,
61968753,Bubble Shuffle,spell,Quick-Play,,,,,
6104968,Bubonic Vermin,effect,Beast,3,,900,600,EARTH
26223582,Buerillabaisse de Nouvelles,ritual,Beast-Warrior,1,,400,1850,DARK
10971759,Bug Emergency,trap,Normal,,,,,
86643777,Bug Matrix,spell,Field,,,,,
47185546,Bug Signal,spell,Quick-Play,,,,,
23979249,Bujin Arasuda,effect,Beast-Warrior,4,,1600,1900,LIGHT
70026064,Bujin Hiruko,normal_pendulum,Beast-Warrior,4,3,1000,2000,LIGHT
9418365,Bujin Hirume,effect,Beast-Warrior,4,,2000,1000,LIGHT
92586237,Bujin Mahitotsu,effect,Beast-Warrior,4,,0,1800,LIGHT
53678698,Bujin Mikazuchi,effect,Beast-Warrior,4,,1900,1500,LIGHT
63049052,Bujin Regalia - The Jewel,trap,Normal,,,,,
35183853,Bujin Regalia - The Mirror,spell,Normal,,,,,
30338466,Bujin Regalia - The Sword,trap,Normal,,,,,
29981935,Bujin Torifune,effect,Beast-Warrior,4,,1500,500,LIGHT
32339440,Bujin Yamato,effect,Beast-Warrior,4,,1800,200,LIGHT
68045685,Bujincandescence,spell,Continuous,,,,,
73906480,Bujincarnation,spell,Normal,,,,,
11221418,Bujincident,trap,Normal,,,,,
66727115,Bujinfidel,trap,Normal,,,,,
42551040,Bujingi Boar,effect,Beast,4,,1100,1900,LIGHT
88940154,Bujingi Centipede,effect,Beast,4,,1700,500,LIGHT
68601507,Bujingi Crane,effect,Winged Beast,4,,1600,300,LIGHT
89662736,Bujingi Crow,effect,Winged Beast,4,,1700,800,LIGHT
23857661,Bujingi Fox,effect,Beast,4,,200,2100,LIGHT
59251766,Bujingi Hare,effect,Beast,4,,1700,500,LIGHT
16157341,Bujingi Ibis,effect,Winged Beast,4,,1600,300,LIGHT
94096616,Bujingi Ophidian,effect,Winged Beast,4,,1700,500,LIGHT
10860121,Bujingi Pavo,effect,Winged Beast,4,,1700,800,LIGHT
50474354,Bujingi Peacock,effect,Winged Beast,4,,1800,700,LIGHT
69723159,Bujingi Quilin,effect,Beast,4,,1600,900,LIGHT
11958188,Bujingi Raven,effect,Winged Beast,4,,1600,900,LIGHT
56574543,Bujingi Sinyou,effect,Beast,4,,1500,1000,LIGHT
86868952,Bujingi Swallow,effect,Winged Beast,4,,1700,800,LIGHT
5818294,Bujingi Turtle,effect,Beast,4,,1700,1200,LIGHT
80555062,Bujingi Warg,effect,Beast,4,,1200,1900,LIGHT
32202803,Bujingi Wolf,effect,Beast,4,,1100,2000,LIGHT
71095768,Bujinki Ahashima,link,Beast-Warrior,2,,1500,,LIGHT
68618157,Bujinki Amaterasu,xyz,Beast-Warrior,4,,2600,2500,LIGHT
1855932,Bujintei Kagutsuchi,xyz,Beast-Warrior,4,,2500,2000,LIGHT
75840616,Bujintei Susanowo,xyz,Beast-Warrior,4,,2400,1600,LIGHT
73289035,Bujintei Tsukuyomi,xyz,Beast-Warrior,4,,1800,2300,LIGHT
55599882,Bujintervention,spell,Normal,,,,,
33611061,Bujinunity,spell,Normal,,,,,
36088082,Bull Blader,effect,Warrior,4,,1600,1200,EARTH
69380702,Bunilla,normal,Beast,1,,150,2050,EARTH
39643167,Bunny Ear Enthusiast,effect,Beast-Warrior,1,,200,100,EARTH
44947065,Burden of the Mighty,spell,Continuous,,,,,
86690572,Burgeoning Whirlflame,trap,Counter,,,,,
6297941,Burglar,normal,Beast,3,,850,800,EARTH
89974735,Burgundy the Magic Elf,effect,Spellcaster,4,,1600,1400,DARK
48976825,Burial from a Different Dimension,spell,Quick-Play,,,,,
53797637,"Burner, Dragon Ruler of Sparks",effect,Dragon,3,,1000,200,FIRE
41859700,Burning Algae,effect,Pyro,3,,500,1500,FIRE
55870497,Burning Bamboo Sword,spell,Continuous,,,,,
59364406,Burning Beast,effect,Pyro,4,,1500,1000,FIRE
8085950,Burning Dragon,effect,Dragon,8,,2500,2100,FIRE
46898368,Burning Draw,spell,Normal,,,,,
24294108,Burning Land,spell,Continuous,,,,,
26293219,Burning Skull Head,effect,Zombie,3,,1000,800,FIRE
10723472,Burning Soul,spell,Quick-Play,,,,,
18937875,Burning Spear,spell,Equip,,,,,
25669282,Burnout,trap,Normal,,,,,
80163754,Burst Breath,trap,Normal,,,,,
50243722,Burst Rebirth,trap,Normal,,,,,
27191436,Burst Return,spell,Normal,,,,,
17655904,Burst Stream of Destruction,spell,Normal,,,,,
42429678,Bururu @Ignister,effect,Cyberse,3,,600,1000,WIND
78193831,Buster Blader,effect,Warrior,7,,2600,2300,EARTH
3428069,"Buster Blader, the Destruction Swordmaster",effect,Warrior,7,,2600,2300,EARTH
86240887,"Buster Blader, the Dragon Destroyer Swordsman",fusion,Warrior,8,,2800,2500,LIGHT
63676256,Buster Blaster,effect,Machine,1,,0,0,EARTH
11790356,Buster Dragon,synchro,Dragon,8,,1200,2800,DARK
4998619,Buster Gundil the Cubic Behemoth,effect,Beast,4,,0,0,LIGHT
84740193,Buster Rancher,spell,Equip,,,,,
49823708,Buster Whelp of the Destruction Swordsman,effect,Dragon,1,,400,300,LIGHT
83991690,Buten,effect,Fairy,1,,200,300,LIGHT
69243953,Butterfly Dagger - Elma,spell,Equip,,,,,
75987257,Butterflyoke,trap,Normal,,,,,
63630268,Butterspy Protection,trap,Normal,,,,,
7150545,Buzzsaw Shark,effect,Fish,4,,1600,500,WATER
35011819,By Order of the Emperor,trap,Continuous,,,,,
20735371,Bye Bye Damage,trap,Normal,,,,,
36935434,Byroad Sacrifice,trap,Normal,,,,,
17597059,Byser Shock,effect,Fiend,5,,800,600,DARK
72656408,Bystial Baldrake,effect,Dragon,6,,2500,2000,DARK
27572350,Bystial Dis Pater,synchro,Dragon,10,,3500,3500,DARK
6637331,Bystial Druiswurm,effect,Dragon,6,,2500,2000,DARK
33854624,Bystial Magnamhut,effect,Dragon,6,,2500,2000,DARK
60242223,Bystial Saronir,effect,Dragon,6,,2500,2000,DARK
3405259,C-Crush Wyvern,effect,Machine,4,,1200,2000,LIGHT
91449144,"Caam, Serenity of Gusto",effect,Psychic,4,,1700,1100,WIND
84384943,Cabrera Stone,effect,Rock,1,,0,0,EARTH
31615285,Cactus Bouncer,effect,Plant,4,,1800,300,EARTH
74440055,Cactus Fighter,effect,Plant,4,,1900,400,EARTH
9342162,"Cagna, Malebranche of the Burning Abyss",effect,Fiend,3,,1500,300,DARK
21501505,"Cairngorgon, Antiluminescent Knight",xyz,Rock,4,,2450,1950,DARK
87288189,Caius the Mega Monarch,effect,Fiend,8,,2800,1000,DARK
9748752,Caius the Shadow Monarch,effect,Fiend,6,,2400,1000,DARK
73213494,"Calcab, Malebranche of the Burning Abyss",effect,Fiend,3,,1400,0,DARK
67692580,Caligo Claw Crow,effect,Winged Beast,2,,900,600,DARK
78637313,Call of Darkness,trap,Continuous,,,,,
97803170,Call of the Archfiend,trap,Continuous,,,,,
73199638,Call of the Atlanteans,spell,Quick-Play,,,,,
65743242,Call of the Earthbound,trap,Normal,,,,,
16970158,Call of the Grave,trap,Normal,,,,,
97077563,Call of the Haunted,trap,Continuous,,,,,
300101003,Call of the Haunted (Skill Card),skill,Bonz,,,,,
4861205,Call of the Mummy,spell,Continuous,,,,,
45133463,Call of the Reaper,trap,Normal,,,,,
24224830,Called by the Grave,spell,Quick-Play,,,,,
51773900,Calming Magic,spell,Normal,,,,,
15635751,"Camelot, Realm of Noble Knights and Noble Arms",spell,Field,,,,,
5244497,Cameraclops,effect,Warrior,4,,1400,1600,LIGHT
47695416,Candle of Fate,normal,Fiend,2,,600,600,DARK
91754175,Caninetaur,effect,Beast-Warrior,3,,1500,200,FIRE
11384280,Cannon Soldier,effect,Machine,4,,1400,1300,DARK
14702066,Cannon Soldier MK-2,effect,Machine,5,,1900,1200,EARTH
95614612,Cannonball Spear Shellfish,effect,Aqua,2,,1000,1000,WATER
16021142,Canon the Melodious Diva,effect,Fairy,4,,1400,2000,LIGHT
1490690,Canopic Protector,trap,Continuous,,,,,
28120197,Canyon,spell,Field,,,,,
29716911,Capacitor Stalker,effect,Cyberse,5,,2000,1000,LIGHT
55289183,Capricious Darklord,effect,Fairy,4,,0,1600,DARK
76722334,Capshell,effect,Fiend,2,,0,0,DARK
37806313,Caravan of the Ice Barrier,effect,Sea Serpent,1,,500,200,WATER
15981690,Carboneddon,effect,Dinosaur,3,,800,600,EARTH
52112003,Card Advance,spell,Normal,,,,,
42256406,Card Blocker,effect,Warrior,3,,400,400,EARTH
51047350,Card Breaker,effect,Warrior,2,,100,900,LIGHT
72892473,Card Destruction,spell,Normal,,,,,
26701483,Card Ejector,effect,Spellcaster,3,,400,400,EARTH
4694209,Card Guard,effect,Fiend,4,,1600,500,DARK
59750328,Card of Demise,spell,Normal,,,,,
74191528,Card of Fate,spell,Normal,,,,,
88513608,Card of Sacrifice,trap,Normal,,,,,
57953380,Card of Safe Return,spell,Continuous,,,,,
42664989,Card of Sanctity,spell,Normal,,,,,
7044562,Card of the Soul,spell,Normal,,,,,
72767833,Card Rotator,spell,Normal,,,,,
77066768,Card Scanner,spell,Continuous,,,,,
12183332,Card Shuffle,spell,Continuous,,,,,
48712195,Card Trader,spell,Continuous,,,,,
85087012,Card Trooper,effect,Machine,3,,400,400,EARTH
45812361,Cardcar D,effect,Machine,2,,800,400,EARTH
4168871,Cards for Black Feathers,spell,Normal,,,,,
54977057,Cards from the Sky,spell,Normal,,,,,
39701395,Cards of Consonance,spell,Normal,,,,,
32566831,Cards of the Red Stone,spell,Normal,,,,,
13567610,Carnot the Eternal Machine,effect,Machine,10,,3000,2500,LIGHT
85055821,"Carpiponica, Mystical Beast of the Forest",effect,Beast,7,,1000,2600,EARTH
46848859,Carrierroid,effect,Machine,4,,1000,800,WATER
94076521,Cartorhyn the Hidden Gem of the Seafront,effect,Rock,2,,500,1600,WATER
59957503,Cash Back,trap,Counter,,,,,
12527118,Cassimolar,effect,Fiend,3,,1000,1200,DARK
82633039,"Castel, the Skyblaster Musketeer",xyz,Winged Beast,4,,2000,1500,WIND
36931229,Castle Gate,effect,Rock,6,,0,2400,EARTH
22198672,Castle Link,spell,Field,,,,,
62121,Castle of Dark Illusions,effect,Fiend,4,,920,1930,DARK
13513663,Castle of Dragon Souls,trap,Continuous,,,,,
44209392,Castle Walls,trap,Normal,,,,,
84224627,Cat Shark,xyz,Beast,2,,500,500,WATER
95841282,Cat's Ear Tribe,effect,Beast-Warrior,1,,200,100,EARTH
62850093,Cataclysmic Circumpolar Chilblainia,effect,Fairy,8,,2600,200,WATER
9028399,Cataclysmic Crusted Calcifida,effect,Fairy,8,,2600,200,EARTH
19420830,Cataclysmic Cryonic Coldo,effect,Fairy,8,,2600,200,WIND
39505816,Cataclysmic Scorching Sunburner,effect,Fairy,8,,2600,200,FIRE
65959844,Catalyst Field,spell,Field,,,,,
95727991,Catapult Turtle,effect,Aqua,5,,1000,2000,WATER
37474917,Catapult Warrior,synchro,Warrior,5,,1000,1500,EARTH
14289852,Catapult Zone,spell,Field,,,,,
300102003,Catch of the Day,skill,Mako,,,,,
50690129,Catche Eve L2,effect,Cyberse,2,,800,600,LIGHT
96501677,Catnipped Kitty,effect,Beast,2,,0,500,EARTH
54360049,Catoblepas and the Witch of Fate,effect,Spellcaster,4,,1800,0,EARTH
45955628,"Catoblepas, Familiar of the Evil Eye",effect,Fiend,3,,600,1900,DARK
50619462,Cattle Call,spell,Quick-Play,,,,,
61245403,Cattycorn,effect,Plant,4,,1500,500,EARTH
91740879,Cauldron of the Old Man,spell,Continuous,,,,,
93220472,Cave Dragon,effect,Dragon,4,,2000,100,WIND
36468556,Ceasefire,trap,Normal,,,,,
43912676,Celestia,spell,Field,,,,,
94381039,"Celestia, Lightsworn Angel",effect,Fairy,5,,2300,200,LIGHT
54092240,Celestial Apparatus Tesea,effect,Fairy,4,,1000,1000,EARTH
25472513,Celestial Double Star Shaman,synchro,Fairy,2,,100,800,LIGHT
48589580,Celestial Knightlord Parshath,link,Fairy,3,,2400,,LIGHT
67378104,Celestial Observatory,spell,Normal,,,,,
55569674,Celestial Sword - Eatos,spell,Equip,,,,,
28890974,Celestial Transformation,spell,Quick-Play,,,,,
32995007,"Celestial Wolf Lord, Blue Sirius",synchro,Beast-Warrior,6,,2400,1500,DARK
84491298,Cell Explosion Virus,trap,Normal,,,,,
45531624,Celtic Guard of Noble Arms,effect,Warrior,4,,2100,700,EARTH
91152256,Celtic Guardian,normal,Warrior,4,,1400,1200,EARTH
51394546,Cemetary Bomb,trap,Normal,,,,,
33129626,Centaur Mina,fusion,Beast-Warrior,6,,2200,1600,LIGHT
47346782,Centerfrog,effect,Aqua,2,,100,2000,WATER
1801154,Centrifugal Field,spell,Field,,,,,
96030710,Centur-Ion Atry,effect,Dragon,4,,1800,1400,DARK
71858682,Centur-Ion Auxila,synchro,Dragon,12,,3000,3000,DARK
4160316,Centur-Ion Bonds,spell,Quick-Play,,,,,
78888899,Centur-Ion Emeth VI,effect,Machine,8,,2000,3000,EARTH
97698279,Centur-Ion Gargoyle II,effect,Dragon,8,,2000,3000,DARK
15982593,Centur-Ion Legatia,synchro,Machine,12,,3500,2000,LIGHT
40155014,Centur-Ion Phalanx,trap,Normal,,,,,
15005145,Centur-Ion Primera,effect,Spellcaster,4,,1600,1600,LIGHT
42493140,Centur-Ion Trudea,effect,Pyro,4,,1000,2000,DARK
77543769,Centur-Ion True Awakening,trap,Counter,,,,,
20228463,Ceremonial Bell,effect,Spellcaster,3,,0,1850,LIGHT
82340057,Ceremonial Token,token,Rock,1,,0,0,EARTH
24175232,Cerulean Sacred Phoenix of Nephthys,ritual,Winged Beast,8,,3000,1000,FIRE
54828837,Cerulean Skyfire,spell,Continuous,,,,,
7623640,"Ceruli, Guru of Dark World",effect,Fiend,1,,100,300,DARK
28106077,Cestus of Dagla,spell,Equip,,,,,
83021423,Chachaka Archer,effect,Warrior,6,,1200,1800,WIND
48276469,Chain Burst,trap,Continuous,,,,,
1248895,Chain Destruction,trap,Normal,,,,,
51449743,Chain Detonation,trap,Normal,,,,,
57139487,Chain Disappearance,trap,Normal,,,,,
3171055,Chain Dispel,trap,Normal,,,,,
96930127,Chain Dog,effect,Beast,4,,1600,1100,EARTH
79323590,Chain Energy,spell,Continuous,,,,,
25050038,Chain Healing,trap,Normal,,,,,
9581215,Chain Hole,trap,Normal,,,,,
85893201,Chain Ignition,trap,Continuous,,,,,
39980304,Chain Material,trap,Normal,,,,,
13764881,Chain Resonator,effect,Fiend,1,,100,100,LIGHT
91623717,Chain Strike,spell,Quick-Play,,,,,
90812044,Chain Summon,spell,Normal,,,,,
9952083,Chain Summoning,spell,Quick-Play,,,,,
88190453,Chain Thrasher,effect,Warrior,4,,1000,600,WIND
22205600,Chain Whirlwind,trap,Normal,,,,,
77252217,Chainsaw Insect,effect,Insect,4,,2400,0,EARTH
65393205,Chakra,ritual,Fiend,7,,2450,2000,DARK
32600024,Chamber Dragonmaid,effect,Dragon,4,,500,1800,DARK
44430454,Chamberlain of the Six Samurai,normal,Warrior,3,,200,2000,EARTH
82382815,Champion's Vigilance,trap,Counter,,,,,
4031928,Change of Heart,spell,Normal,,,,,
74095602,Change of Hero - Reflector Ray,trap,Normal,,,,,
18914778,Change Slime,normal,Aqua,1,,400,300,WATER
25652655,Changer Synchron,effect,Machine,1,,0,0,DARK
24673894,Changing Destiny,trap,Normal,,,,,
76352503,Changshi the Spiridao,effect,Zombie,6,,2000,0,DARK
19048328,"Chaofeng, Phantom of the Yang Zing",synchro,Wyrm,9,,2800,2200,LIGHT
51788412,Chaos Ancient Gear Giant,fusion,Machine,10,,4500,3000,DARK
22850702,Chaos Angel,synchro,Fiend,10,,3500,2800,DARK
13076804,Chaos Archfiend,synchro,Fiend,8,,2500,1800,DARK
49565413,Chaos Beast,synchro,Fiend,6,,2000,1800,DARK
34966096,Chaos Betrayer,effect,Fiend,6,,2000,2000,DARK
4923662,Chaos Burst,trap,Normal,,,,,
72630549,Chaos Command Magician,effect,Spellcaster,6,,2400,1900,LIGHT
54040484,Chaos Core,effect,Fiend,3,,0,0,DARK
26873574,Chaos Daedalus,effect,Sea Serpent,7,,2600,1500,DARK
55878038,Chaos Dragon Levianeer,effect,Dragon,8,,3000,0,DARK
82301904,Chaos Emperor Dragon - Envoy of the End,effect,Dragon,8,,3000,2500,DARK
4538826,"Chaos Emperor, the Dragon of Armageddon",effect_pendulum,Dragon,8,1,3000,2500,DARK
61044390,Chaos End,spell,Normal,,,,,
21082832,Chaos Form,spell,Ritual,,,,,
31385077,Chaos Goddess,synchro,Fairy,8,,2500,1800,LIGHT
97439308,Chaos Greed,spell,Normal,,,,,
18859369,Chaos Grepher,effect,Warrior,4,,1700,1600,LIGHT
97940434,Chaos Hunter,effect,Fiend,7,,2500,1600,DARK
4081825,Chaos Infinity,trap,Normal,,,,,
36407615,Chaos King Archfiend,synchro,Fiend,7,,2600,2600,DARK
66699781,Chaos Mirage Dragon,effect,Wyrm,4,,1600,600,LIGHT
1434352,Chaos Necromancer,effect,Fiend,1,,0,0,DARK
24226942,Chaos Nephthys,effect,Winged Beast,8,,2400,1600,DARK
60329973,Chaos Phantasm,trap,Normal,,,,,
3040496,"Chaos Ruler, the Chaotic Magical Dragon",synchro,Dragon,8,,3000,2500,DARK
15256925,Chaos Scepter Blast,spell,Quick-Play,,,,,
76766706,Chaos Seed,spell,Normal,,,,,
9596126,Chaos Sorcerer,effect,Spellcaster,6,,2300,2000,DARK
99266988,Chaos Space,spell,Normal,,,,,
27439792,Chaos Summoning Beast,effect,Fiend,1,,0,0,DARK
11593137,Chaos Trap Hole,trap,Counter,,,,,
53871273,Chaos Valkyria,effect,Fairy,4,,1800,1050,LIGHT
30327674,Chaos Witch,effect,Spellcaster,4,,1500,1500,DARK
94243005,Chaos Zone,spell,Field,,,,,
46609443,Chaos-End Master,effect,Warrior,3,,1500,1000,LIGHT
47829960,Chaosrider Gustaph,effect,Warrior,4,,1400,1500,WIND
13179332,Charcoal Inpachi,normal,Pyro,1,,100,2100,FIRE
85325774,Charge Into a Dark World,spell,Normal,,,,,
94886282,Charge of the Light Brigade,spell,Normal,,,,,
84482694,Charged-Up Heraldry,spell,Normal,,,,,
7841921,Charging Gaia the Fierce Knight,effect,Warrior,7,,2300,2100,LIGHT
49191560,Charioteer of Prophecy,effect,Spellcaster,4,,1800,1300,WIND
50412166,Charm of Shabti,effect,Rock,1,,100,100,EARTH
64753157,Charming Resort Staff,effect,Fairy,3,,300,200,LIGHT
37421579,Charubin the Fire Knight,fusion,Pyro,3,,1100,800,FIRE
69313735,Checkmate,spell,Normal,,,,,
94136469,Checksum Dragon,effect,Dragon,6,,400,2400,DARK
27189308,Cheepcheepcheep,effect,Winged Beast,1,,300,200,WIND
87955518,Chef's Special Recipe,trap,Counter,,,,,
81599449,Chemicritter Carbo Crab,effect,Aqua,2,,700,1400,FIRE
55100740,Chemicritter Hydron Hawk,effect,Winged Beast,2,,1400,700,WATER
18993198,Chemicritter Oxy Ox,effect,Beast,2,,0,2100,WIND
300302046,Chemistry in Motion,skill,Bastion Misaw,,,,,
525110,Cherry Inmato,effect,Plant,2,,700,400,DARK
58699500,"Cherubini, Ebon Angel of the Burning Abyss",link,Fairy,2,,500,,DARK
45037489,Chevalier de Fleur,synchro,Warrior,8,,2700,2300,WIND
7392745,Chewbone,effect,Zombie,3,,300,300,EARTH
7392746,Chewbone Jr. Token,token,Zombie,1,,100,300,EARTH
67616300,Chicken Game,spell,Field,,,,,
12021072,Child's Play,spell,Continuous,,,,,
300302047,Chillin' Outback,skill,Chumley Huffi,,,,,
501000006,"Chimaera, the Master of Beasts",effect,Beast,9,,3000,3000,LIGHT
63136489,Chimera Fusion,spell,Quick-Play,,,,,
4796100,Chimera the Flying Mythical Beast,fusion,Beast,6,,2100,1800,WIND
38264974,Chimera the Illusion Beast,fusion,Illusion,8,,3100,2800,DARK
1769875,Chimera the King of Phantom Beasts,fusion,Beast,6,,2100,1800,WIND
79229522,Chimeratech Fortress Dragon,fusion,Machine,8,,0,0,DARK
87116928,Chimeratech Megafleet Dragon,fusion,Machine,10,,0,0,DARK
64599569,Chimeratech Overdragon,fusion,Machine,9,,0,0,DARK
84058253,Chimeratech Rampage Dragon,fusion,Machine,5,,2100,1600,DARK
16956455,Chiron the Mage,effect,Beast-Warrior,4,,1800,1000,EARTH
87294988,"Chirubimé, Princess of Autumn Leaves",effect,Plant,8,,1800,2800,EARTH
56532632,Chivalry,trap,Counter,,,,,
61488417,"Chiwen, Light of the Yang Zing",effect,Wyrm,1,,0,0,LIGHT
27352108,Chobham Armor Dragon,effect,Dragon,1,,0,0,DARK
7198399,Chocolate Magician Girl,effect,Spellcaster,4,,1600,1000,WATER
90027012,Choju of the Trillion Hands,effect,Fairy,6,,1400,1000,LIGHT
40884383,Chopman the Desperate Outlaw,effect,Zombie,3,,1100,500,DARK
81380218,Chorus of Sanctuary,spell,Field,,,,,
22916281,Chosen by the World Chalice,normal,Psychic,3,,1600,0,FIRE
98076754,Chosen of Zefra,trap,Continuous,,,,,
21888494,Chosen One,spell,Normal,,,,,
99902789,Chow Chow Chan,effect,Beast,2,,800,800,EARTH
95905259,Chow Len the Prophet,effect,Spellcaster,4,,1800,200,FIRE
38412161,Chow Sai the Ghost Stopper,effect,Spellcaster,4,,1900,800,DARK
60948488,Chronicle Magician,effect,Spellcaster,7,,2500,2500,DARK
54878729,Chronicle Sorceress,effect,Spellcaster,4,,1250,1250,DARK
25397880,Chronicler of Nephthys,effect,Spellcaster,2,,300,1200,WIND
